,track_name,danceability,loudness,acousticness,instrumentalness,valence,energy,genre,,
14652,it's all in the game,0.384,-13.527,0.038,0,0.654,0.276,jazz,,
14653,yesterday's mistakes,0.604,-7.805,0.095,6.16E-05,0.225,0.63,jazz,,
14654,call off the search,0.268,-13.383,0.883,4.52E-05,0.141,0.102,jazz,,
14655,good boy,0.475,-5.919,0.0159,0,0.552,0.695,jazz,,
14656,they can't take that away from me,0.563,-17.402,0.87,0,0.368,0.136,jazz,,
14657,american tune,0.383,-16.035,0.818,3.36E-05,0.219,0.208,jazz,,
14658,"run, rabbit, run",0.803,-21.028,0.977,0.159,0.751,0.155,jazz,,
14659,ad a dglgmut,0.245,-4.716,0.000102,0.121,0.234,0.921,jazz,,
14660,pyramind,0.4,-6.104,0.0118,7.62E-05,0.15,0.65,jazz,,
14661,my singing soul,0.677,-11.144,0.292,0.754,0.733,0.654,jazz,,
14662,love is a many splendored thing,0.161,-9.627,0.908,0,0.208,0.268,jazz,,
14663,volare,0.612,-12.204,0.88,0,0.343,0.144,jazz,,
14664,mordecai,0.408,-6.092,0.564,1.56E-05,0.609,0.869,jazz,,
14665,true colors,0.29,-9.163,0.66,0,0.0999,0.261,jazz,,
14666,lavender coffin,0.623,-9.767,0.804,0,0.837,0.445,jazz,,
14667,the closest thing to crazy,0.555,-12.899,0.849,0.000871,0.11,0.207,jazz,,
14668,tunnel,0.497,-7.724,0.0576,9.91E-05,0.231,0.489,jazz,,
14669,moonbeams,0.53,-18.069,0.991,0.902,0.369,0.114,jazz,,
14670,deadhead,0.389,-5.318,3.98E-05,0.184,0.12,0.925,jazz,,
14671,the lost song,0.622,-9.854,0.171,0.00144,0.304,0.525,jazz,,
14672,tales of kidd drunkadelic,0.79,-5.798,0.459,0.00065,0.685,0.864,jazz,,
14673,the awakening of a woman,0.418,-12.583,0.293,0.779,0.257,0.448,jazz,,
14674,do you feel me,0.575,-6.644,0.0613,0.08,0.637,0.54,jazz,,
14675,the breakdown,0.569,-6.067,0.704,0,0.533,0.539,jazz,,
14676,hands of time,0.752,-7.818,0.45,0.725,0.399,0.466,jazz,,
14677,beat laments the world,0.578,-9.134,0.409,0.892,0.757,0.638,jazz,,
14678,we have all the time in the world,0.504,-13.031,0.361,0.000158,0.475,0.4,jazz,,
14679,the final view,0.591,-3.487,0.00952,0.674,0.582,0.857,jazz,,
14680,so long without you,0.54,-6.567,0.00833,0.576,0.448,0.778,jazz,,
14681,i've got a crush on you,0.455,-14.086,0.986,0,0.258,0.106,jazz,,
14682,cut the jazz,0.613,-7.835,0.206,0.399,0.726,0.54,jazz,,
14683,a million ways,0.706,-1.661,0.00986,0.0174,0.601,0.975,jazz,,
14684,highs 2 lows (feat. cise starr from cyne),0.766,-7.296,0.541,1.08E-05,0.676,0.848,jazz,,
14685,everlasting,0.546,-4.771,0.719,0.03,0.401,0.828,jazz,,
14686,le vicomte,0.925,-10.325,0.434,0.945,0.893,0.7,jazz,,
14687,"take me, i'm yours",0.722,-8.222,0.0216,0,0.94,0.732,jazz,,
14688,kalabancoro,0.494,-8.079,0.353,0.00111,0.626,0.81,jazz,,
14689,how i know,0.543,-4.738,0.256,0,0.336,0.805,jazz,,
14690,sweet potato piper,0.664,-14.625,0.891,5.89E-06,0.857,0.165,jazz,,
14691,where breathing starts,0.395,-22.611,0.906,0.856,0.181,0.0558,jazz,,
14692,who's mad @ who,0.514,-5.135,0.000286,0.293,0.655,0.825,jazz,,
14693,glamour & glitz,0.928,-13.656,0.0274,0,0.701,0.536,jazz,,
14694,in a state,0.535,-9.065,0.516,0.725,0.225,0.817,jazz,,
14695,indian summer,0.435,-2.518,0.0248,0.0454,0.0425,0.825,jazz,,
14696,fragile,0.361,-12.43,0.931,0.000179,0.336,0.413,jazz,,
14697,pavane,0.113,-31.259,0.986,0.97,0.0381,0.0241,jazz,,
14698,"peace, prosperity & paper",0.887,-10.444,0.0431,0,0.825,0.434,jazz,,
14699,"oh johnny, oh johnny, oh!",0.608,-13.541,0.941,0,0.877,0.248,jazz,,
14700,make someone happy,0.348,-13.727,0.636,0,0.421,0.2,jazz,,
14701,philly high,0.648,-11.357,0.0262,0.858,0.601,0.447,jazz,,
14702,my favorite things,0.622,-12.472,0.87,0,0.627,0.247,jazz,,
14703,shopping bags (she got from you),0.777,-6.611,0.114,2.08E-05,0.962,0.655,jazz,,
14704,no more,0.346,-6.506,0.00167,8.86E-05,0.315,0.749,jazz,,
14705,how could an angel break my heart,0.452,-9.782,0.301,0,0.119,0.36,jazz,,
14706,get on up,0.838,-8.351,0.18,7.17E-06,0.848,0.616,jazz,,
14707,ain't it strange,0.563,-5.938,0.65,0.00205,0.538,0.598,jazz,,
14708,making days longer,0.773,-11.793,0.267,0.691,0.079,0.372,jazz,,
14709,ignominious & pale,0.32,-7.704,5.97E-05,0.233,0.0795,0.98,jazz,,
14710,illusions,0.653,-11.833,0.00884,0.228,0.436,0.61,jazz,,
14711,i get a kick out of you,0.395,-10.966,0.555,0,0.775,0.375,jazz,,
14712,diminished to b,0.323,-8.556,2.32E-05,0.56,0.16,0.962,jazz,,
14713,its a love thing,0.786,-8.9,0.114,0.00023,0.918,0.711,jazz,,
14714,exercise 4,0.642,-5.569,0.0426,0.788,0.559,0.752,jazz,,
14715,the curtain falls,0.369,-16.047,0.898,7.68E-06,0.307,0.194,jazz,,
14716,play around it,0.719,-8.828,0.0518,0.839,0.938,0.624,jazz,,
14717,epitaph,0.284,-12.919,0.00721,0.00864,0.0924,0.318,jazz,,
14718,sculpture,0.591,-11.087,0.704,0.0122,0.257,0.309,jazz,,
14719,jet son,0.763,-12.517,0.246,0,0.595,0.351,jazz,,
14720,spring to kingdom come,0.639,-9.651,0.238,0.5,0.495,0.557,jazz,,
14721,lavish,0.834,-14.674,0.521,0,0.544,0.385,jazz,,
14722,we are the storm,0.233,-5.031,0.00188,0.000285,0.0708,0.971,jazz,,
14723,van damsel,0.216,-2.686,0.000663,0,0.0367,0.996,jazz,,
14724,silence calls the storm,0.558,-6.02,8.44E-05,0.294,0.343,0.913,jazz,,
14725,foul body autopsy,0.409,-4.091,5.40E-06,0.585,0.0653,0.976,jazz,,
14726,to breathe in a casket,0.376,-5.543,6.21E-06,0.0536,0.292,0.982,jazz,,
14727,surprise,0.624,-6.32,0.557,0.00165,0.778,0.869,jazz,,
14728,triptych part 3,0.676,-12.724,0.479,0.924,0.31,0.439,jazz,,
14729,you play me,0.769,-9.726,0.0288,0,0.487,0.439,jazz,,
14730,too many games,0.729,-14.463,0.211,1.04E-05,0.881,0.566,jazz,,
14731,low down blues,0.647,-9.548,0.972,0.00902,0.905,0.463,jazz,,
14732,symbiotic in theory,0.524,-7.571,4.17E-05,0.562,0.0818,0.982,jazz,,
14733,verbal clap,0.546,-6.496,0.0394,5.19E-06,0.434,0.902,jazz,,
14734,someone's second kiss,0.665,-9.146,0.434,0.602,0.193,0.647,jazz,,
14735,big dipper,0.685,-8.279,0.0761,1.80E-05,0.962,0.781,jazz,,
14736,narrow daylight,0.398,-11.956,0.837,6.65E-06,0.244,0.227,jazz,,
14737,honeysuckle rose,0.705,-13.785,0.81,0,0.797,0.284,jazz,,
14738,superwoman,0.623,-5.612,0.322,0,0.653,0.722,jazz,,
14739,breaking up is hard to do,0.743,-5.466,0.699,0,0.965,0.799,jazz,,
14740,much more (feat. yummy),0.676,-4.459,0.0327,0,0.372,0.777,jazz,,
14741,and here we test our powers of observation,0.367,-8.8,0.197,0.803,0.491,0.833,jazz,,
14742,blood,0.758,-5.188,0.0815,0.000157,0.643,0.665,jazz,,
14743,unretrofied,0.481,-5.619,0.000498,0.000857,0.265,0.833,jazz,,
14744,weary blues,0.42,-11.339,0.95,0.00925,0.0675,0.295,jazz,,
14745,no ordinary love,0.629,-12.259,0.467,0.0204,0.701,0.364,jazz,,
14746,pure,0.964,-6.071,0.00127,6.57E-06,0.107,0.487,jazz,,
14747,everything in its right place,0.296,-11.412,0.705,0.0482,0.0629,0.463,jazz,,
14748,springtime again,0.36,-11.992,0.49,0.405,0.183,0.431,jazz,,
14749,dream a little dream of me,0.413,-13.138,0.791,1.50E-06,0.349,0.313,jazz,,
14750,somersault,0.578,-12.424,0.722,0.137,0.571,0.568,jazz,,
14751,the peacocks,0.276,-17.659,0.993,0.942,0.0566,0.192,jazz,,
14752,passing by,0.586,-10.904,0.357,0.474,0.21,0.426,jazz,,
14753,warm sound,0.519,-9.807,0.514,0.153,0.107,0.389,jazz,,
14754,18th & m,0.789,-8.124,0.345,0.0281,0.869,0.676,jazz,,
14755,i wish you love,0.736,-9.48,0.837,3.48E-06,0.633,0.376,jazz,,
14756,"baubles, bangles and beads",0.538,-12.789,0.633,1.31E-05,0.766,0.327,jazz,,
14757,when i fall in love,0.154,-15.413,0.676,0.00146,0.115,0.215,jazz,,
14758,door of the cosmos,0.59,-9.247,0.662,0.649,0.61,0.607,jazz,,
14759,yesterday,0.332,-11.83,0.879,0,0.315,0.179,jazz,,
14760,only ash remains,0.384,-6.45,6.61E-05,0.301,0.0675,0.98,jazz,,
14761,close enough for love,0.304,-8.877,0.869,1.11E-05,0.0967,0.323,jazz,,
14762,panasonic youth,0.317,-2.626,0.00118,0,0.125,0.994,jazz,,
14763,the stillborn one,0.303,-7.592,6.75E-05,0.216,0.114,0.986,jazz,,
14764,cinema paradiso,0.164,-19.672,0.929,0.525,0.0767,0.157,jazz,,
14765,for once in my life,0.524,-11.903,0.195,0,0.847,0.519,jazz,,
14766,sunshine the werewolf,0.252,-3.379,0.000253,8.88E-05,0.118,0.991,jazz,,
14767,"""it’s a good day""",0.648,-8.067,0.935,0,0.861,0.269,jazz,,
14768,what a difference a day makes,0.278,-8.453,0.857,0.000224,0.239,0.374,jazz,,
14769,nearness of you,0.379,-14.719,0.978,0.000931,0.147,0.0462,jazz,,
14770,morning song,0.431,-6.501,0.383,0,0.414,0.497,jazz,,
14771,here she comes,0.724,-13.083,0.0405,8.56E-05,0.823,0.498,jazz,,
14772,blue sky and yellow sunflower,0.482,-11.057,0.968,0.799,0.185,0.483,jazz,,
14773,ready to hang,0.736,-3.351,0.273,0.546,0.658,0.754,jazz,,
14774,fermented offal discharge,0.304,-4.425,7.39E-06,0.594,0.085,0.98,jazz,,
14775,these are the days,0.661,-4.521,0.0507,0,0.683,0.814,jazz,,
14776,transit (feat. david sylvian),0.311,-13.707,0.752,0.00958,0.0873,0.348,jazz,,
14777,all at sea,0.36,-8.193,0.576,3.48E-05,0.405,0.483,jazz,,
14778,blind my mind,0.585,-8.496,0.207,0.0613,0.209,0.669,jazz,,
14779,the girl in the other room,0.491,-14.056,0.762,2.30E-05,0.288,0.226,jazz,,
14780,a certain smile,0.233,-10.031,0.854,1.53E-06,0.218,0.337,jazz,,
14781,six million ways,0.764,-6.394,0.00818,0,0.827,0.87,jazz,,
14782,meaning of love,0.648,-8.098,0.466,0.0504,0.0759,0.753,jazz,,
14783,pure gold,0.686,-6.981,0.0821,0.0897,0.287,0.594,jazz,,
14784,call my name,0.727,-5.057,0.501,7.85E-06,0.523,0.565,jazz,,
14785,the call,0.696,-3.318,0.117,0,0.747,0.874,jazz,,
14786,moonsmith,0.691,-9.384,0.0117,0.669,0.47,0.739,jazz,,
14787,all the things you are,0.45,-14.485,0.938,4.37E-06,0.243,0.154,jazz,,
14788,slow,0.559,-5.659,0.314,0,0.611,0.733,jazz,,
14789,it took the night to believe,0.13,-11.095,7.09E-06,0.845,0.168,0.568,jazz,,
14790,before you snap,0.429,-10.664,0.715,0.314,0.166,0.498,jazz,,
14791,mr. briefcase,0.705,-11.897,0.0484,0.00466,0.949,0.68,jazz,,
14792,groovin',0.605,-8.903,0.595,0,0.678,0.455,jazz,,
14793,deep in a dream,0.664,-10.574,0.942,0.00154,0.716,0.296,jazz,,
14794,rise and shine,0.655,-8.753,0.72,0,0.853,0.387,jazz,,
14795,one note samba,0.601,-10.542,0.801,4.36E-05,0.701,0.418,jazz,,
14796,"me, myself and i",0.756,-6.518,0.0184,0,0.389,0.674,jazz,,
14797,redeemer,0.512,-4.551,0.263,5.45E-06,0.135,0.455,jazz,,
14798,you make me feel so young,0.582,-8.983,0.689,0,0.568,0.323,jazz,,
14799,starchild,0.679,-2.485,0.00323,0.0369,0.201,0.96,jazz,,
14800,my one and only love,0.474,-16.101,0.963,0.00291,0.248,0.0676,jazz,,
14801,roboturner,0.193,-4.501,1.09E-05,0.382,0.182,0.935,jazz,,
14802,hot tequila brown,0.814,-7.002,0.00882,0.00376,0.963,0.786,jazz,,
14803,a taste of honey,0.552,-11.109,0.771,0.881,0.495,0.423,jazz,,
14804,dark days,0.604,-7.088,0.109,0.0019,0.59,0.655,jazz,,
14805,to you (feat. brian mcknight),0.659,-6.327,0.202,0,0.292,0.604,jazz,,
14806,disenchantment,0.772,-12.319,0.886,0.763,0.819,0.356,jazz,,
14807,dehumanization,0.461,-5.641,2.19E-06,0.882,0.0637,0.993,jazz,,
14808,east of the sun (and west of the moon),0.513,-16.497,0.948,0.873,0.0755,0.229,jazz,,
14809,imprint of the un-saved,0.51,-5.818,1.89E-06,0.76,0.128,0.991,jazz,,
14810,mind's mirrors,0.337,-14.071,0.618,0.00126,0.0894,0.225,jazz,,
14811,columbus stockade,0.624,-11.191,0.878,0.00395,0.751,0.395,jazz,,
14812,be there,0.739,-5.562,0.133,0,0.684,0.673,jazz,,
14813,passing me by,0.759,-8.145,0.0903,2.36E-06,0.613,0.756,jazz,,
14814,in death,0.289,-9.348,0.00408,0.859,0.0716,0.847,jazz,,
14815,i'll always love you,0.332,-12.518,0.845,5.62E-06,0.11,0.214,jazz,,
14816,let there be love,0.676,-16.696,0.853,0.000472,0.233,0.19,jazz,,
14817,'68 aka only time,0.652,-7.095,0.0967,0.754,0.553,0.783,jazz,,
14818,good morning heartache,0.404,-12.754,0.92,3.49E-05,0.366,0.207,jazz,,
14819,autonomy lost,0.509,-6.067,8.51E-06,0.913,0.206,0.973,jazz,,
14820,if i ever see you again,0.482,-2.365,4.38E-05,1.71E-06,0.632,0.952,jazz,,
14821,one for my baby,0.349,-19.026,0.988,0.00172,0.193,0.0348,jazz,,
14822,and the story goes,0.652,-5.165,0.0131,0.015,0.913,0.897,jazz,,
14823,we can live on love,0.658,-4.771,0.667,0.423,0.827,0.769,jazz,,
14824,let my people go,0.643,-10.825,0.567,0,0.333,0.196,jazz,,
14825,marching the hate machines (into the sun) featuring the flaming lips,0.472,-8.991,0.349,0.786,0.28,0.536,jazz,,
14826,pacific coast highway,0.629,-4.975,0.216,0.0377,0.702,0.704,jazz,,
14827,hiding,0.892,-7.23,0.118,0,0.599,0.661,jazz,,
14828,nine million bicycles,0.569,-14.688,0.585,0.00744,0.35,0.26,jazz,,
14829,tropical,0.847,-12.466,0.76,8.89E-06,0.44,0.434,jazz,,
14830,the volcano song,0.673,-6.173,0.128,0.892,0.971,0.959,jazz,,
14831,sagittarius red,0.378,-10.849,0.0193,3.21E-05,0.166,0.537,jazz,,
14832,seven nation army (feat. alice russell),0.655,-8.954,0.175,0.0212,0.604,0.373,jazz,,
14833,hypnosis theme,0.677,-6.737,0.011,0.148,0.568,0.724,jazz,,
14834,(don't) give hate a chance,0.701,-7.243,0.0136,8.13E-05,0.812,0.836,jazz,,
14835,come fly with me,0.475,-8.613,0.707,0,0.478,0.44,jazz,,
14836,selkies: the endless obsession,0.266,-5.61,0.000189,0.113,0.3,0.942,jazz,,
14837,trail of tears,0.297,-9.265,0.00336,0.00238,0.351,0.527,jazz,,
14838,the music inside,0.63,-11.918,0.452,0.821,0.822,0.577,jazz,,
14839,hit the ground,0.756,-5.238,0.423,0.839,0.803,0.846,jazz,,
14840,doors of perception featuring gunjan,0.342,-10.094,0.407,0.752,0.314,0.48,jazz,,
14841,yours,0.554,-6.005,0.119,0,0.558,0.722,jazz,,
14842,are you lonesome tonight?,0.421,-12.399,0.917,0.000436,0.188,0.201,jazz,,
14843,que sera,0.4,-9.16,0.855,0,0.743,0.422,jazz,,
14844,how do you really feel,0.536,-6.403,0.222,0.687,0.415,0.818,jazz,,
14845,warning shots featuring sleepy wonder and gunjan,0.724,-4.995,0.0292,0.0222,0.467,0.932,jazz,,
14846,cherrystones,0.622,-10.42,0.479,5.33E-06,0.927,0.667,jazz,,
14847,'round midnight,0.542,-9.975,0.907,0.649,0.206,0.32,jazz,,
14848,give the drummer some,0.908,-1.835,0.0736,1.05E-06,0.668,0.942,jazz,,
14849,get em goin',0.738,-4.394,0.137,0.652,0.965,0.861,jazz,,
14850,all the way,0.536,-6.44,0.062,0,0.393,0.721,jazz,,
14851,"monkey see, monkey do",0.659,-13.536,0.648,0,0.834,0.374,jazz,,
14852,people make the world go round,0.688,-10.566,0.602,8.20E-05,0.684,0.446,jazz,,
14853,while we speak,0.724,-9.169,0.569,0.622,0.68,0.524,jazz,,
14854,budos theme,0.435,-6.001,0.0295,0.73,0.963,0.876,jazz,,
14855,rock the boat,0.637,-5.073,0.0702,0.00438,0.415,0.725,jazz,,
14856,here is to you,0.434,-6.407,0.63,0,0.447,0.576,jazz,,
14857,cay's crays,0.888,-11.052,0.152,0.0605,0.644,0.316,jazz,,
14858,expiration date,0.591,-11.047,0.43,0,0.258,0.511,jazz,,
14859,this is not america,0.715,-11.917,0.0569,0.0033,0.65,0.674,jazz,,
14860,mystery of life,0.419,-9.26,0.315,0,0.558,0.431,jazz,,
14861,maintain,0.878,-5.485,0.333,0,0.218,0.62,jazz,,
14862,more soup,0.795,-6.522,0.107,0.165,0.568,0.849,jazz,,
14863,cadillac slim,0.732,-9.933,0.253,0.89,0.568,0.504,jazz,,
14864,if i can't have you,0.616,-10.773,0.102,1.47E-06,0.811,0.681,jazz,,
14865,it's simple,0.606,-10.494,0.0106,0.92,0.0367,0.763,jazz,,
14866,high flyin',0.528,-9.771,0.522,0,0.7,0.479,jazz,,
14867,this time (i'm gonna try it my way),0.58,-5.948,0.00234,0.159,0.727,0.908,jazz,,
14868,blackened,0.435,-7.341,5.31E-05,0.00746,0.475,0.853,jazz,,
14869,in the name of love,0.501,-5.88,0.109,0,0.168,0.519,jazz,,
14870,brazil,0.687,-5.213,0.0941,1.27E-05,0.665,0.617,jazz,,
14871,deep down,0.687,-4.221,0.0112,0,0.886,0.818,jazz,,
14872,let it flow,0.661,-7.618,0.507,0,0.674,0.489,jazz,,
14873,half the perfect world,0.611,-14.259,0.954,0.184,0.355,0.222,jazz,,
14874,también nos duele,0.641,-9.962,0.484,1.17E-06,0.943,0.701,jazz,,
14875,pudpots,0.818,-7.443,0.0378,0.907,0.162,0.663,jazz,,
14876,one on one,0.789,-3.013,0.0259,0.00232,0.69,0.812,jazz,,
14877,i will survive,0.777,-8.681,0.0131,0.00805,0.529,0.725,jazz,,
14878,the gardens of sampson & beasley,0.624,-14.178,0.847,0.000752,0.618,0.314,jazz,,
14879,cemetary gates,0.274,-11.541,0.000212,0.0113,0.426,0.726,jazz,,
14880,three of a perfect pair,0.555,-7.741,0.0528,4.54E-06,0.833,0.781,jazz,,
14881,forgotten places,0.712,-8.481,0.182,0.197,0.669,0.701,jazz,,
14882,an autopsy,0.502,-5.604,4.75E-06,0.799,0.117,0.982,jazz,,
14883,eve's song,0.67,-7.553,0.153,0.177,0.758,0.59,jazz,,
14884,pestilence,0.118,-4.882,5.73E-05,0.957,0.0501,0.679,jazz,,
14885,song of the black lizard,0.484,-12.803,0.882,0.689,0.189,0.295,jazz,,
14886,leica,0.939,-11.097,0.6,0.000163,0.769,0.466,jazz,,
14887,walk in the sky,0.752,-10.2,0.5,0.0832,0.485,0.504,jazz,,
14888,i'm so glad that i'm a woman,0.721,-11.3,0.101,4.86E-05,0.755,0.537,jazz,,
14889,if you stayed over,0.263,-13.59,0.734,0.805,0.147,0.321,jazz,,
14890,tonight i celebrate my love,0.482,-14.518,0.803,1.36E-05,0.158,0.211,jazz,,
14891,dreaming,0.553,-10.796,0.325,9.71E-05,0.247,0.458,jazz,,
14892,hats off,0.596,-5.167,0.138,0,0.188,0.65,jazz,,
14893,balek,0.72,-2.834,0.0562,0.06,0.463,0.88,jazz,,
14894,sunday morning,0.608,-5.227,0.0913,0,0.809,0.768,jazz,,
14895,breathe,0.431,-15.142,0.389,0.728,0.253,0.373,jazz,,
14896,sing you sinners,0.398,-8.88,0.836,0,0.682,0.471,jazz,,
14897,disconnected,0.842,-6.476,0.00579,0.176,0.594,0.811,jazz,,
14898,vampira,0.597,-11.973,0.721,0.327,0.242,0.938,jazz,,
14899,bye bye blackbird,0.63,-10.566,0.558,3.88E-06,0.348,0.32,jazz,,
14900,as time goes by,0.427,-15.485,0.968,1.55E-05,0.305,0.24,jazz,,
14901,still talking to you,0.859,-10.652,0.674,0.729,0.633,0.629,jazz,,
14902,moods,0.846,-10.202,0.0708,0,0.354,0.515,jazz,,
14903,at last,0.274,-8.631,0.547,0.0133,0.328,0.348,jazz,,
14904,runaway,0.374,-3.825,0.219,0.00219,0.111,0.568,jazz,,
14905,mothership reconnection (feat.parliament/funkadelic),0.846,-5.486,0.0886,0.2,0.78,0.832,jazz,,
14906,everything (feat. bajka),0.546,-9.826,0.0786,1.47E-05,0.195,0.374,jazz,,
14907,the sweetest,0.752,-9.455,0.128,0.0098,0.962,0.823,jazz,,
14908,my love's leavin' (feat. michael mcdonald),0.697,-10.979,0.199,0.00162,0.433,0.365,jazz,,
14909,you raise me up,0.25,-12.162,0.673,0.000157,0.0981,0.136,jazz,,
14910,damn,0.785,-7.915,0.22,0.718,0.655,0.793,jazz,,
14911,the summer wind,0.422,-9.234,0.373,0,0.56,0.411,jazz,,
14912,hang on little tomato,0.519,-10.973,0.946,2.14E-06,0.537,0.2,jazz,,
14913,little walter rides again,0.634,-9.001,0.157,0.727,0.952,0.729,jazz,,
14914,the wilhelm scream (feat. megan washington),0.566,-5.62,0.00773,0.0323,0.402,0.621,jazz,,
14915,smile,0.632,-5.938,0.00143,0,0.733,0.639,jazz,,
14916,yesterday,0.332,-11.83,0.879,0,0.315,0.179,jazz,,
14917,first snow,0.636,-6.623,0.00542,0,0.814,0.674,jazz,,
14918,aspettami,0.505,-13.481,0.885,4.07E-06,0.186,0.0938,jazz,,
14919,sunny,0.647,-6.427,0.088,0.124,0.804,0.868,jazz,,
14920,la pasionaria,0.47,-25.219,0.964,0.929,0.14,0.0432,jazz,,
14921,feeling good,0.535,-6.51,0.533,1.48E-06,0.477,0.548,jazz,,
14922,my heart reminds me,0.106,-15.295,0.876,0.00357,0.114,0.179,jazz,,
14923,rainy night in georgia,0.301,-19.155,0.524,0.0758,0.384,0.309,jazz,,
14924,california rain,0.563,-10.215,0.797,0.129,0.818,0.529,jazz,,
14925,china boy,0.684,-11.13,0.904,0.82,0.843,0.458,jazz,,
14926,one by one,0.697,-5.997,0.227,0.000138,0.735,0.648,jazz,,
14927,left behind,0.508,-5.785,0.000702,0.778,0.342,0.866,jazz,,
14928,the way we were,0.264,-11.716,0.885,0.00141,0.171,0.32,jazz,,
14929,on the radio,0.734,-13.92,0.113,1.13E-05,0.595,0.45,jazz,,
14930,don't let go,0.618,-5.867,0.409,6.32E-06,0.561,0.688,jazz,,
14931,evicted,0.735,-8.091,0.127,0.267,0.788,0.706,jazz,,
14932,northern girls,0.322,-7.821,0.241,0.000342,0.381,0.642,jazz,,
14933,by your command,0.229,-6.582,0.000155,0.764,0.196,0.916,jazz,,
14934,goin' home,0.415,-11.539,0.371,0.00545,0.305,0.295,jazz,,
14935,natural high,0.347,-10.23,0.646,2.44E-06,0.378,0.365,jazz,,
14936,freak u,0.833,-9.028,0.617,0,0.446,0.866,jazz,,
14937,all i know feat. c.l. smooth,0.643,-7.536,0.107,0,0.878,0.6,jazz,,
14938,give me the simple life,0.621,-12.505,0.51,0,0.836,0.259,jazz,,
14939,the church and the dime,0.492,-7.995,0.0491,0.000213,0.215,0.771,jazz,,
14940,keys to the kingdom,0.399,-4.62,0.0609,0,0.578,0.867,jazz,,
14941,moonglow,0.631,-19.537,0.993,0.864,0.301,0.113,jazz,,
14942,the tea leaf prophecy (lay down your arms),0.678,-12.823,0.959,0.000361,0.594,0.272,jazz,,
14943,where the road parts,0.499,-8.021,0.193,0.00512,0.335,0.677,jazz,,
14944,minnie the moocher,0.621,-9.167,0.933,1.22E-06,0.636,0.345,jazz,,
14945,stay awhile,0.655,-6.848,0.0218,0.755,0.235,0.798,jazz,,
14946,the bitter suite iii: embrace,0.35,-9.094,0.0125,0.00557,0.17,0.442,jazz,,
14947,let's elope,0.723,-9.23,0.426,0.268,0.738,0.701,jazz,,
14948,end of the line,0.578,-6.607,0.163,1.36E-06,0.932,0.836,jazz,,
14949,your move,0.604,-9.617,0.286,3.77E-06,0.627,0.451,jazz,,
14950,holding on,0.608,-3.635,0.241,0,0.814,0.776,jazz,,
14951,you're getting to be a habit with me,0.554,-15.892,0.463,0,0.53,0.18,jazz,,
14952,some lessons,0.514,-14.38,0.917,0.00255,0.127,0.141,jazz,,
14953,sometimes,0.665,-16.208,0.851,0.806,0.882,0.388,jazz,,
14954,throw it away,0.645,-8.517,0.266,1.82E-05,0.53,0.658,jazz,,
14955,too late,0.516,-7.136,0.344,0,0.907,0.73,jazz,,
14956,aquarian angel,0.81,-12.163,0.0537,0.171,0.764,0.583,jazz,,
14957,river,0.733,-6.737,0.302,2.97E-06,0.545,0.477,jazz,,
14958,kind of latin rhythm,0.755,-6.025,0.48,0.86,0.917,0.803,jazz,,
14959,in a mellow tone,0.504,-11.671,0.481,0,0.667,0.305,jazz,,
14960,puttin' on the ritz,0.798,-17.112,0.152,0.00101,0.812,0.292,jazz,,
14961,after hanabi -listen to my beats-,0.678,-8.721,0.721,0.477,0.53,0.781,jazz,,
14962,i say a little prayer,0.592,-14.051,0.478,0,0.499,0.355,jazz,,
14963,a time for love,0.275,-14.245,0.951,0.00425,0.161,0.239,jazz,,
14964,smiling swine,0.465,-8.347,0.262,4.89E-05,0.613,0.576,jazz,,
14965,"un, deux, trois",0.863,-10.98,0.199,0.756,0.746,0.426,jazz,,
14966,i see a different you,0.616,-8.168,0.407,7.19E-05,0.703,0.694,jazz,,
14967,whenever there is you,0.344,-10.247,0.339,0.00381,0.563,0.498,jazz,,
14968,black is the night,0.882,-5.14,0.0062,0.00425,0.689,0.661,jazz,,
14969,landslide,0.414,-22.32,0.883,0.000223,0.423,0.161,jazz,,
14970,huntermatic,0.745,-6.418,0.222,0.826,0.387,0.849,jazz,,
14971,chicago falcon,0.583,-5.425,0.00187,0.915,0.697,0.948,jazz,,
14972,never let me go,0.461,-3.262,0.295,4.31E-06,0.253,0.73,jazz,,
14973,11:58,0.798,-7.341,0.174,0.811,0.309,0.522,jazz,,
14974,elevation,0.581,-8.093,0.00105,0.000289,0.418,0.804,jazz,,
14975,our love is here to stay,0.399,-14.966,0.863,3.83E-06,0.135,0.0971,jazz,,
14976,koop island blues,0.571,-9.033,0.727,0.0339,0.539,0.542,jazz,,
14977,and so it goes,0.433,-14.532,0.91,1.98E-05,0.336,0.0871,jazz,,
14978,milk lizard,0.405,-2.114,0.00038,0.000165,0.182,0.996,jazz,,
14979,black orpheus,0.414,-15.221,0.433,0.0288,0.455,0.361,jazz,,
14980,washington square,0.801,-12.197,0.565,0.14,0.769,0.301,jazz,,
14981,i've got that tune,0.498,-7.065,0.0575,0.0516,0.56,0.917,jazz,,
14982,memories,0.775,-7.241,0.841,0,0.595,0.327,jazz,,
14983,minor swing,0.58,-8.787,0.933,0.743,0.738,0.47,jazz,,
14984,where is your heart at?,0.447,-12.998,0.187,0,0.636,0.38,jazz,,
14985,prequel to the sequel,0.286,-5.952,0.00022,0.0757,0.153,0.951,jazz,,
14986,his hands matched his tongue,0.536,-8.531,0.419,0.0025,0.227,0.381,jazz,,
